"MEASURE","Measure","PROP_TYPE","Property type","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"2","Percentage change from previous quarter","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q1","Mar-2020",0.6,,
"2","Percentage change from previous quarter","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q2","Jun-2020",-0.9,,
"2","Percentage change from previous quarter","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q3","Sep-2020",1.5,,
"2","Percentage change from previous quarter","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q4","Dec-2020",2.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2019-Q1","Mar-2019",-10.3,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2019-Q2","Jun-2019",-9.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2019-Q3","Sep-2019",-4.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2019-Q4","Dec-2019",3.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2020-Q1","Mar-2020",10,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2020-Q2","Jun-2020",8.1,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2020-Q3","Sep-2020",5.4,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2020-Q4","Dec-2020",3.7,,
"2","Percentage change from previous quarter","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q1","Mar-2019",-3.1,,
"2","Percentage change from previous quarter","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q2","Jun-2019",-0.6,,
"2","Percentage change from previous quarter","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q3","Sep-2019",2.5,,
"2","Percentage change from previous quarter","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q4","Dec-2019",4.2,,
"2","Percentage change from previous quarter","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q1","Mar-2020",2,,
"2","Percentage change from previous quarter","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q2","Jun-2020",-2.1,,
"2","Percentage change from previous quarter","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q3","Sep-2020",1,,
"2","Percentage change from previous quarter","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q4","Dec-2020",3.5,,
"1","Index Number","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2019-Q1","Mar-2019",158.4,,
"1","Index Number","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2019-Q2","Jun-2019",158.1,,
"1","Index Number","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2019-Q3","Sep-2019",164.4,,
"1","Index Number","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2019-Q4","Dec-2019",172.9,,
"1","Index Number","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2020-Q1","Mar-2020",177.4,,
"1","Index Number","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2020-Q2","Jun-2020",172.7,,
"1","Index Number","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2020-Q3","Sep-2020",175.2,,
"1","Index Number","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2020-Q4","Dec-2020",182.1,,
